"num_state","num_county","na_count","tot_build","mu_total_site_energy","med_total_site_energy","mu_total_source_energy","med_total_source_energy","mu_eui","med_eui","mu_area_sq_ft","med_area_sq_ft","year_built_na_count","mean_year_built","cat_state","cat_county","total_cooling_system_type_CE","total_cooling_system_type_miss","total_cooling_system_type_NO","total_cooling_system_type_NONE","total_cooling_system_type_OT","total_cooling_system_type_PA","total_cooling_system_type_RF","total_ee_potential_score_EE_HIGH","total_ee_potential_score_EE_LOW","total_ee_potential_score_EE_MED","total_ee_potential_score_miss","total_heating_system_type_CENTRAL","total_heating_system_type_FLOOR_WALL","total_heating_system_type_FORCED_AIR","total_heating_system_type_GRAVITY","total_heating_system_type_miss","total_heating_system_type_NONE","total_heating_system_type_OTHER","total_heating_system_type_YES","total_heating_fuel_type_Gas","total_heating_fuel_type_miss","total_heating_fuel_type_Oil","total_heating_fuel_type_Unknown","total_building_type_miss","total_building_type_MultiFamily","total_building_type_Other","total_building_type_SingleFamily","total_building_type_SmallCommercial","total_cooling_system_type_EC","total_cooling_system_type_WA","total_heating_system_type_ELECTRIC","total_heating_system_type_GAS","total_heating_system_type_HEAT_PUMP","total_heating_system_type_SPACE_SUSPENDED","total_heating_fuel_type_Electricity","total_cooling_system_type_WU","total_heating_system_type_BASEBOARD","total_heating_system_type_CONVECTION","total_heating_system_type_HOT_WATER","total_heating_system_type_PROPANE","total_heating_system_type_RADIANT","total_heating_system_type_SOLAR","total_heating_system_type_WOOD_BURNING","total_heating_fuel_type_Propane","total_heating_fuel_type_Wood","total_heating_system_type_GEOTHERMAL","total_heating_system_type_OIL","total_heating_system_type_STEAM","total_cooling_system_type_GT","total_heating_system_type_VENT","total_cooling_system_type_CW","total_heating_system_type_COAL","total_heating_fuel_type_Coal","total_heating_system_type_ZONE"
AK,Anchorage,0,75440,611.28979359169909,519.1400146484375,946.32465939577412,704.34002685546875,309.32077200693249,282.012390783133,1939.2317163446291,1824,11388,1983.1121744832319,AK,Anchorage,57584,0,0,8567,0,0,0,1584,45391,10051,0,0,0,29427,0,0,2590,1553,0,45650,0,13785,5832,0,6686,3515,54800,1192,0,42,922,0,0,67,926,0,0,0,30008,0,1622,4,0,0,0,0,0,0,0,0,0,0,0,0
AL,Elmore,0,38615,960.59596276572881,564.6099853515625,2695.5906184174623,1550.8299560546875,340.46303099178806,257.7205399223,7826.8675805208322,4872,37789,2003.3026634382563,AL,Elmore,0,0,12,29785,0,5,4,2073,16570,7584,0,0,0,5,13,0,6378,0,23417,16,0,2,29804,0,299,1775,27510,253,0,0,0,0,15,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Cleburne,0,8958,1464.3634274072424,794.32000732421875,4026.88147315502,2120.02001953125,417.79421824730866,372.575268187252,12.512671976828385,0,8958,,AL,Cleburne,0,0,0,460,0,20,0,0,0,0,0,0,1,0,156,0,1223,0,0,90,0,66,1225,0,11,45,1282,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Blount,0,32715,1282.6290436126831,698.27001953125,3473.6694541006491,1907.550048828125,400.36018257270831,341.153185858243,4557.5316152732948,2714,16049,1980.3331333253327,AL,Blount,0,0,2,6037,0,104,0,1345,9388,5087,0,0,0,11,1225,0,4753,0,11941,366,0,870,16727,0,117,1121,16575,153,0,0,0,0,3,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Marshall,0,50553,1145.6697982867288,558.05999755859375,3046.8567620595595,1344.02001953125,331.61588251533294,247.301703105403,5189.2754403131148,2699,50537,1969.625,AL,Marshall,1,0,0,10521,0,12,0,2201,22485,8350,0,1,3,26123,3094,0,7333,0,46,27581,0,1637,7492,0,267,2515,33441,569,0,0,0,0,82,109,82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Marengo,0,13186,691.604347440409,395.489990234375,1925.5123042316807,992.94000244140625,282.439187716863,197.233146607942,4746.3805860805833,2184,8116,1954.831558185404,AL,Marengo,0,0,0,1889,0,8,0,959,1613,1872,0,0,3,3554,56,0,1829,1,8,2400,0,1214,1843,0,134,373,4867,86,0,0,0,0,3,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Etowah,0,53076,1294.6147723911281,710.92999267578125,3468.5994866573678,1878.4200439453125,396.67041502217876,317.289363150878,5102.0956690974772,2610,13429,1967.2937927207602,AL,Etowah,0,0,0,14573,0,104,0,4397,21188,11902,0,0,147,23,3029,0,11315,5,28010,195,0,2870,39582,0,336,3114,38041,1156,0,0,0,0,0,105,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Walker,0,47657,1190.380963662669,690.84002685546875,3237.3363113313262,1867.5899658203125,423.4110175803965,356.483760837993,304.44456243363112,0,47444,1999.1361502347411,AL,Walker,0,0,2,11551,0,1958,0,192,4306,1787,0,0,18463,0,1299,0,12144,0,63,889,0,410,30708,0,81,2336,29363,238,0,0,0,0,11,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Lowndes,0,8343,791.35416963628245,433.97000122070312,2201.6715881880782,1093.5699462890625,317.73481746296608,229.875025720501,268.29399141630893,0,8336,1999.1428571428571,AL,Lowndes,0,0,0,1844,0,0,0,25,21,32,0,0,1619,0,46,0,1597,0,0,39,0,7,3216,0,2,240,2960,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Baldwin,0,100056,600.07714377933519,325.239990234375,1723.1497574578646,858.46002197265625,215.57602804309838,150.291109559262,61493.818856151622,29758,25491,1990.4914772346283,AL,Baldwin,0,0,4407,11001,0,41,0,1029,43082,13426,0,0,0,62128,153,0,14927,1,7,53522,0,8761,14965,0,422,12672,62807,1347,0,0,0,0,0,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Tuscaloosa,0,75106,1133.9694805107936,560.8499755859375,3123.8567887309191,1483.22998046875,323.31633669333922,238.498976079118,0.9295781637717121,0,75093,1983.4615384615386,AL,Tuscaloosa,0,0,4,15715,44520,169,0,4,13,2,0,1814,9,0,1878,0,11809,44135,18,294,0,1732,58292,0,1333,9308,48418,1391,18,0,0,0,132,507,132,0,0,144,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Mobile,0,175324,532.69657798634364,272.3599853515625,1506.0267444430358,703.46002197265625,183.10625570527534,138.575862378447,1776.564452150325,77,86355,1996.805089413167,AL,Mobile,0,0,3,154698,248,616,0,1020,36207,12884,0,0,2,0,5675,0,21820,7,128426,5213,0,700,150255,0,1632,12313,138531,3826,0,0,0,235,130,0,134,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,9,0,0,0
AL,Perry,0,6111,828.80777300143484,449.19000244140625,2273.1069919690426,1112.52001953125,328.61334942446103,235.738823013561,211.22578576010267,0,6102,1964.7777777777778,AL,Perry,0,0,0,1036,0,16,0,1,191,24,0,0,1,774,55,0,667,0,0,733,0,99,668,0,6,31,1509,13,0,0,0,0,59,0,59,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Wilcox,0,9263,786.97452593925607,417.44000244140625,2214.7394277613207,1073.22998046875,311.98694637644837,223.654545914768,0,0,9263,,AL,Wilcox,0,0,0,2417,0,0,0,0,0,0,0,0,0,0,116,0,1009,1280,0,112,0,4,2289,0,2,36,2378,1,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Calhoun,0,52468,1666.6890783020569,880.92999267578125,4591.92677113028,2447.6201171875,427.85276073475347,389.939428853617,6324.7637946630521,1683,13841,1968.0516736997436,AL,Calhoun,0,0,0,16370,0,29,0,2402,19350,11054,0,0,0,28796,4203,0,10770,2,115,17697,0,15325,11135,0,1132,4836,37605,647,0,0,0,0,63,248,63,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
AL,Dale,0,26089,783.5886513490949,415.260009765625,2179.4373636035543,1047,271.14336436111057,192.960799235298,100.47587551937589,0,26081,1999.25,AL,Dale,0,0,0,2720,0,1,0,1,697,125,0,0,9298,2,340,0,2139,0,4,330,0,13,11450,0,86,702,10886,119,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Lauderdale,0,47562,1009.4692561141294,523.1400146484375,2678.5152467010071,1232.3299560546875,326.45204708047555,236.646833030675,4876.42613584837,2794,26489,1971.8330090637305,AL,Lauderdale,0,0,0,5600,0,10,0,551,10971,5521,0,0,0,0,2538,0,19390,1,5,394,0,2161,19499,0,39,4600,17058,357,0,0,0,0,0,103,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Cherokee,0,18589,1212.0423550456744,709.90997314453125,3186.7216743969129,1837.989990234375,436.23186417968139,376.060252109898,4093.3868665239147,2548,18589,,AL,Cherokee,0,0,0,946,0,0,0,261,1478,1008,0,0,2,0,146,0,764,1844,46,127,0,19,2656,0,11,43,2748,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Dallas,0,20965,782.25693345278034,417.23001098632812,2143.0070235822141,1020.3900146484375,287.27465240581819,209.252243385201,100.74245897130282,0,20957,1996.75,AL,Dallas,0,0,0,4304,0,172,0,73,505,190,0,0,5785,0,583,0,4469,0,9,431,0,160,10284,0,172,1383,9045,307,0,31,0,0,32,21,32,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AL,Tallapoosa,0,23031,1334.6975004151366,728.760009765625,3725.3170985465804,2098.820068359375,409.54010145609266,366.889382114644,1956.8029547774909,1500,23031,,AL,Tallapoosa,0,0,0,7033,0,7,0,1367,9692,4644,0,0,17,10097,1002,0,5465,0,17,9825,0,1286,5540,0,74,1283,14940,354,0,0,0,0,0,41,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Autauga,0,25079,731.7620385854201,409.510009765625,2011.4363724403474,990.72998046875,281.29063833113122,195.758833086743,2.8101282472870777,0,10559,1995.6059917355371,AL,Autauga,0,0,0,2622,0,2,0,1,3,4,0,0,0,12655,70,0,2422,0,8,9898,0,2829,2448,0,65,564,14245,331,0,0,0,0,29,18,30,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
AL,Limestone,0,47490,845.50031287449747,401.95001220703125,2225.5844430055145,884.3499755859375,258.62703437142238,191.794740810841,7669.3173500314533,4200,42387,2010.8393102096807,AL,Limestone,0,0,19,6894,1,16,0,751,21887,8126,0,0,0,0,2059,0,4808,0,27983,1032,0,1030,32870,0,128,1360,33275,211,0,0,0,0,42,79,42,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Chambers,0,20284,929.99900825332554,526.96002197265625,2562.517539546609,1352.27001953125,359.28254207865638,267.092220548802,61.088777536163342,0,20283,1956,AL,Chambers,0,0,0,3900,0,8,0,15,323,106,0,0,6617,0,814,0,3087,1,9,609,0,207,9754,0,41,690,9637,209,0,0,0,0,7,40,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Jefferson,0,240101,1465.1637880026869,710.30999755859375,4042.9518807170975,1974.2900390625,357.7703948430248,288.700517099969,11801.366707071064,2394,38511,1991.3131653355827,AL,Jefferson,0,0,12095,36265,26,76,126,20855,117409,70767,0,0,8,0,16514,0,30080,26,179265,349,0,16750,211287,0,8176,17120,198608,4619,0,0,0,11,137,1908,137,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0
AL,Colbert,0,30820,937.15003581102724,429.32998657226562,2480.4361476909962,944.6300048828125,278.71556519460421,201.784673276155,5896.6524908869978,4104,9470,1970.4261826697896,AL,Colbert,0,0,0,8130,0,24,0,1112,11636,7401,0,0,4,0,3982,0,19662,15,2,894,0,3103,19870,0,208,1410,21843,406,0,0,0,0,0,187,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Monroe,0,13229,556.15506581829743,306.45001220703125,1492.9882406557267,717.21002197265625,205.32579437179274,158.648203838097,17.87760454611686,0,13229,,AL,Monroe,0,0,0,2176,0,2,0,0,10,1,0,0,0,0,137,0,6698,0,6,123,0,16,6708,0,28,454,6272,109,0,0,0,0,16,4,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Fayette,0,11622,1204.7215550104618,709.6199951171875,3267.3396013266788,1893.1800537109375,434.90538416010116,375.395309125035,192.10925483956504,0,11620,2014,AL,Fayette,0,0,0,1470,0,17,0,49,258,192,0,0,0,2123,54,0,1470,0,30,1949,0,230,1507,0,7,270,3441,53,0,85,0,0,85,7,85,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,St_Clair,0,65477,1407.2002024681967,759.95001220703125,3918.0272785410889,2123.340087890625,414.78868450380742,348.299274899622,6306.3877657574876,3220,20528,1988.1461434069736,AL,St_Clair,0,0,0,15013,0,91,0,3014,30886,10188,0,0,29,0,880,0,46922,2,26,299,0,584,46999,0,275,2753,44407,447,0,0,0,0,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Cullman,0,58878,1070.4883793422825,524.08001708984375,2885.1423587998938,1251.4599609375,316.88933686678564,234.834328539794,5653.3159056187415,2640,58860,1960.5000000000002,AL,Cullman,0,0,0,1186,0,22,0,1210,5600,3063,0,0,9660,25,749,0,1175,0,28,491,0,288,10986,0,4,1761,10007,10,11,0,0,0,17,123,17,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
AL,Franklin,0,18327,1148.1739316849662,593.6400146484375,3090.0392421656438,1498.6099853515625,360.9987804766879,268.998970091276,74.230616302186846,0,18221,2001.4811320754718,AL,Franklin,0,0,0,1223,0,0,0,1,138,14,0,0,2306,0,971,0,239,0,5,684,0,287,2550,0,19,165,3321,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Crenshaw,0,10483,969.13373296883765,532.47998046875,2788.5244688474181,1441.0999755859375,329.84916865814893,249.126552636707,295.08973650267183,0,10474,1971,AL,Crenshaw,0,0,0,2328,0,17,0,158,467,333,0,0,2817,0,253,0,2335,0,11,232,0,21,5171,0,28,391,4891,117,0,1,0,0,1,8,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
AL,Lee,0,68506,875.3454750783842,519.280029296875,2419.8784653659159,1325.199951171875,310.18275644128232,232.602592816985,90930.1813866055,40608,38139,1986.2772417426822,AL,Lee,0,0,0,4682,557,32,0,1263,19062,8051,0,0,48,0,555,0,3981,26657,2,59,0,524,30803,0,1206,1615,27269,1296,0,28,0,0,0,115,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Randolph,0,16674,1134.9302867922233,641.6300048828125,3086.3556048638152,1720.1099853515625,386.56037019278517,331.405449602516,109.59967231021304,0,16668,2006,AL,Randolph,0,0,0,1291,0,0,0,10,254,38,0,0,2357,0,205,0,1090,0,7,158,0,47,3457,0,19,111,3489,43,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Talladega,0,53283,1240.02100258059,701.78997802734375,3454.56752723301,1950.3900146484375,411.4418254128247,359.780270783798,2668.018372913994,1838,17379,1970.2766265597143,AL,Talladega,0,0,0,16799,0,14,0,2733,22096,10522,0,0,0,29,3207,0,12117,0,21986,2367,0,882,34143,0,319,1073,35804,196,0,0,0,0,0,40,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Morgan,0,93367,997.15099181778771,482.33999633789062,2605.2929720089396,1069.8699951171875,297.38945803280927,216.203711944546,4821.3955523672867,3084,29837,1974.5682039981109,AL,Morgan,0,0,0,18924,0,79,0,2326,37526,20269,0,0,0,15,8470,0,11490,0,49611,2409,0,6119,61141,0,1035,4841,62587,1237,0,0,0,0,31,40,31,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Madison,0,209253,1106.8093808109288,487.48001098632812,2881.9448689869396,1053.1800537109375,263.75102993470637,200.14390361535,2919.1709346095604,0,49862,1983.1893833403387,AL,Madison,2,0,0,12880,14001,97,0,597,31779,13626,0,2,0,0,7858,0,12794,97,142752,1741,0,6154,156370,0,3319,7289,150863,2972,0,0,0,0,178,725,178,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Jackson,0,33513,1247.0779260251727,610.030029296875,3291.2357606954693,1489.4300537109375,381.08156926329264,289.178758704144,3508.8302730696805,1800,33512,2013,AL,Jackson,6636,0,0,1789,0,51,0,535,5092,2265,0,6623,4,11,1,0,1007,7,18,823,0,1,7672,0,58,306,7982,150,0,4,0,811,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AL,Bibb,0,15443,1127.2809594852242,703.09002685546875,3147.7564376218947,1979.8900146484375,419.78361252772788,375.702682648215,291.39967439967455,0,15443,,AL,Bibb,0,0,0,1498,11,119,0,30,736,177,0,0,2937,0,245,0,1608,11,51,105,0,140,4607,0,26,77,4781,30,0,62,0,0,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Russell,0,26660,856.52818020493635,517.58001708984375,2286.4533430159609,1237.219970703125,346.06116822582891,264.220217837671,169.89500350347652,0,26474,2000.9569892473121,AL,Russell,0,0,0,6768,0,7,0,103,1324,615,0,0,12306,0,451,0,5779,7,0,63,0,388,18102,0,122,1522,16625,284,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Pike,0,18630,867.82267947706316,468.10000610351562,2413.1339793736106,1199.010009765625,305.79594362446915,223.924918083842,4713.0381632019853,1553,12698,1967.1073836817261,AL,Pike,0,0,0,4231,0,1,0,351,2879,1998,0,0,2,0,167,0,6231,0,0,157,0,12,6267,0,291,692,5305,158,0,0,0,0,10,34,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Shelby,0,105889,1395.2146544605034,774.95001220703125,3917.1710234902134,2194.820068359375,368.51513963405188,316.817304698387,4.3907376630854422,0,105850,2004.0512820512818,AL,Shelby,0,0,0,76336,0,0,0,4,45,17,0,0,3,36,0,0,76320,0,58,31,0,5,76381,0,316,2169,72849,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Macon,0,12737,760.86858108405522,506.89999389648438,2086.8875399518638,1295.8699951171875,350.35493672865169,272.015403041606,54.921578178275688,0,12737,,AL,Macon,0,0,0,603,0,0,0,21,33,25,0,0,1348,3,89,0,602,0,8,83,0,9,1958,0,24,102,1918,9,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Coosa,0,7302,1370.5728112826509,846.20001220703125,3840.026867411229,2421.43994140625,492.61914309770651,459.794087115472,44.181952662721905,0,7290,1978.4166666666665,AL,Coosa,0,0,0,528,0,0,0,3,2,9,0,0,0,0,157,0,525,0,669,124,0,33,1195,0,0,52,1300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Lawrence,0,24641,897.26261163093636,452.32998657226562,2368.6550182759588,1045.5,314.56561789681342,227.273394632499,56.178674351584988,0,24611,1985.7666666666667,AL,Lawrence,0,0,0,1145,0,2,0,1,115,9,0,0,1605,0,388,0,738,0,5,192,0,196,2357,0,14,243,2492,27,0,0,0,0,31,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Barbour,0,15974,808.55653653533523,430.17999267578125,2248.0410059109427,1081.9300537109375,295.43045489828017,214.317219779909,193.88779284833541,0,15965,1969,AL,Barbour,0,0,0,2404,0,9,0,10,859,237,0,0,3,4384,481,0,2403,0,16,4339,0,529,2425,0,14,434,6733,118,0,6,0,0,6,3,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Pickens,0,13613,1053.2289537900449,626.75,2900.4562430799651,1677.300048828125,393.1621469029958,319.740376858408,166.94286190238213,0,13613,,AL,Pickens,0,0,0,2307,0,279,0,26,505,192,0,0,3118,0,288,0,2575,0,18,82,0,207,5712,0,13,446,5502,42,0,2,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Lamar,0,10013,1194.8968799294473,751.21002197265625,3254.2326864770007,2041.22998046875,444.25911218222359,397.807709658824,227.37472527472528,0,10013,,AL,Lamar,0,0,0,1272,412,297,0,34,375,184,0,0,1698,4,117,0,1565,0,1,102,0,19,3266,0,12,83,3542,3,0,0,0,0,253,2,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Bullock,0,7020,743.15926160105948,454.260009765625,2056.73492711059,1186.3599853515625,318.61842895878868,238.632846249652,4095.28031985784,1581,4898,1965.567860508954,AL,Bullock,0,0,0,1444,0,1,0,466,457,662,0,0,800,0,44,0,1392,1,1,38,0,10,2197,0,17,284,1863,87,0,0,0,0,6,3,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Hale,0,10114,730.05877119325169,450.97000122070312,2030.7978089545491,1166.3199462890625,328.23495498993265,237.818186271948,2554.7774911318916,1801,7237,1975.4845324991309,AL,Hale,0,0,0,1474,2,0,0,118,1534,523,0,0,1535,4,63,0,1491,2,0,51,0,21,3028,0,0,0,3101,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Franklin,0,12181,300.90643207984414,192.00999450683594,686.45997767224935,375.54000854492188,114.11208217839209,101.208071671468,2074.7379890185307,1932,12181,,AR,Franklin,3643,0,534,1651,0,0,0,245,3635,1299,0,3635,372,46,0,0,1770,0,0,36,0,10,5777,0,35,525,5155,113,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Miller,0,21003,252.87068044799329,168.66999816894531,601.2683034758,354.45999145507812,97.395817585402042,87.00040370299,1901.3893612042741,1832,21003,,AR,Miller,8690,0,1697,2434,0,0,0,833,7302,3112,0,8680,148,37,0,0,3954,2,0,20,0,17,12784,0,151,1086,11236,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Phillips,0,11290,315.53116711345382,172.3699951171875,789.50151417109714,365.30999755859375,106.40677280355695,87.5385183549113,3641.9347408829162,3466,11290,,AR,Phillips,2255,0,1135,1820,0,0,0,57,2853,1185,0,2253,226,293,0,0,2427,0,0,301,0,0,4906,0,240,713,4218,39,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
AR,Lonoke,0,32503,258.57011410956989,188.66999816894531,564.1467880837838,382.07998657226562,109.01769122809638,89.6381363034115,1938.4544681195837,1680,32503,,AR,Lonoke,18922,0,1030,4734,0,0,0,436,17569,3504,0,18920,189,102,0,0,5459,0,0,101,0,6,24568,0,493,989,22940,264,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
AR,Sharp,0,13345,323.76332497230504,255.39999389648438,685.59039891136865,481.75,158.59739711095136,151.864070624412,2185.6865715117974,2200,13345,,AR,Sharp,4461,0,1026,1379,0,0,0,158,3960,1556,0,4454,183,62,0,0,2116,0,0,63,0,0,6753,0,65,338,6378,85,0,0,49,0,0,0,49,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
AR,Pope,0,29886,359.93992465523456,243.89999389648438,798.55379304928613,469.1400146484375,132.77183915533988,122.918543446689,2139.977595628417,1849,29886,,AR,Pope,15255,0,1134,3741,0,0,0,1267,11324,4097,0,15252,148,68,0,0,4642,0,0,65,0,3,20042,0,660,1171,17811,488,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Crittenden,0,21528,235.13359262796203,143.30999755859375,544.01639521046684,296.02999877929688,86.227342637991882,74.9416734234014,1676.5788446526151,1407,21528,,AR,Crittenden,12261,0,1007,4666,0,0,0,550,10203,3323,0,12242,355,645,0,0,4672,0,0,241,0,410,17269,0,363,2066,15225,280,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
AR,Washington,0,83758,348.87747214131338,217.55000305175781,764.25560186180132,400.75,111.96352516073021,94.1870236263892,4439.5086389815087,3700,83758,,AR,Washington,48030,0,2573,12078,0,0,0,2806,38012,14437,0,47978,1394,955,0,0,12277,12,0,288,0,671,61661,0,1785,4458,54564,1874,0,0,25,0,0,0,25,0,0,0,0,0,0,0,36,0,36,0,0,4,0,0,0,0,0,0
AR,Jefferson,0,29691,336.52287759076194,205.8800048828125,792.4003353372,420.79998779296875,115.63670870276064,103.89425050189,3571.3601505625425,3408,29691,,AR,Jefferson,14094,0,2755,7327,0,0,0,2082,11579,6759,0,14082,1141,256,0,0,8669,2,0,88,0,168,23894,0,258,2813,20366,739,0,0,4,0,0,0,4,0,0,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0
AR,Stone,0,9201,320.53171388207164,227.02999877929688,687.29005936816554,421.57000732421875,147.6553088489394,131.968753436204,2055.2685272045023,2058,9201,,AR,Stone,2223,0,856,1185,0,0,0,38,2591,410,0,2219,51,28,0,0,1898,0,0,33,0,0,4168,0,32,310,3839,83,0,0,63,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
AR,Marion,0,12688,293.15537286330868,227.66000366210938,603.76575308459383,414.47000122070312,156.93467632534154,141.842433763587,2044.153560194452,2172,12688,,AR,Marion,2138,0,396,963,0,0,0,43,2196,371,0,2128,100,73,0,0,1141,0,0,73,0,0,3369,0,81,265,3086,65,0,0,55,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Greene,0,24103,256.67500195061876,184.35000610351562,557.12394645659913,358.52999877929688,108.63294409677184,96.5587844083142,2905.0936479869429,2102,24103,,AR,Greene,10544,0,408,3752,0,0,0,221,4109,1070,0,10493,1365,86,0,0,2729,0,0,86,0,0,14587,0,510,972,13072,150,0,0,31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR,Izard,0,10792,318.20552073963654,249.66000366210938,662.86927039345824,458.54998779296875,159.37879084241189,148.784212756715,2062.870843471208,2240,10792,,AR,Izard,2511,0,1161,1260,0,0,0,109,2653,620,0,2505,87,41,0,0,2062,0,0,44,0,0,4654,0,26,433,4367,106,0,0,234,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
AR,Sebastian,0,78341,313.9107718748491,205.58000183105469,719.25649905139358,410.23001098632812,105.16180429030305,96.5491005377626,3887.1291982582752,2144,78341,,AR,Sebastian,50875,0,4218,10589,0,0,0,1945,43156,16126,0,50832,1579,210,0,0,13047,0,0,145,0,67,65458,0,3497,4460,56314,1411,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
